slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
niangge01,Georges Niang,[<Position.POWER_FORWARD: 'POWER FORWARD'>],27,UTAH JAZZ,72,10,1154,177,405,124,292,22,23,28,148,59,25,8,51,116,500
nnajize01,Zeke Nnaji,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,DENVER NUGGETS,42,1,397,50,104,24,59,12,15,14,51,10,8,4,7,29,136
noelne01,Nerlens Noel,[<Position.CENTER: 'CENTER'>],26,NEW YORK KNICKS,64,41,1547,137,223,0,3,50,70,142,266,46,70,141,65,176,324
nowelja01,Jaylen Nowell,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,MINNESOTA TIMBERWOLVES,42,0,759,142,335,50,150,45,55,19,76,62,22,12,28,72,379
ntilila01,Frank Ntilikina,[<Position.POINT_GUARD: 'POINT GUARD'>],22,NEW YORK KNICKS,33,4,322,29,79,23,48,8,18,6,25,19,18,4,11,45,89
nunnke01,Kendrick Nunn,[<Position.POINT_GUARD: 'POINT GUARD'>],25,MIAMI HEAT,56,44,1650,319,658,122,320,56,60,21,158,148,52,14,80,108,816
nunnaja01,James Nunnally,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],30,NEW ORLEANS PELICANS,9,0,48,5,13,4,12,1,2,2,7,3,0,0,2,1,15
nurkiju01,Jusuf Nurkić,[<Position.CENTER: 'CENTER'>],26,PORTLAND TRAIL BLAZERS,37,37,880,171,333,12,30,70,113,86,246,125,38,39,73,103,424
nwabada01,David Nwaba,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,HOUSTON ROCKETS,30,9,679,106,218,17,63,47,68,40,78,31,30,21,17,60,276
nworajo01,Jordan Nwora,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,MILWAUKEE BUCKS,30,2,274,62,135,28,62,19,25,9,51,7,16,7,24,22,171
onealro01,Royce O'Neale,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,UTAH JAZZ,71,71,2241,175,394,107,278,39,46,88,397,181,57,32,83,182,496
ojelese01,Semi Ojeleye,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,BOSTON CELTICS,56,15,950,89,221,58,158,24,32,31,116,37,17,0,21,56,260
okafoja01,Jahlil Okafor,[<Position.CENTER: 'CENTER'>],25,DETROIT PISTONS,27,2,347,63,102,2,9,17,24,23,43,13,6,5,21,39,145
okekech01,Chuma Okeke,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,ORLANDO MAGIC,45,19,1133,135,324,49,141,30,40,42,139,101,48,22,38,48,349
okogijo01,Josh Okogie,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,MINNESOTA TIMBERWOLVES,59,37,1197,102,254,29,108,83,108,63,93,63,54,28,43,123,316
okongon01,Onyeka Okongwu,[<Position.CENTER: 'CENTER'>],20,ATLANTA HAWKS,50,4,601,96,149,0,3,36,57,62,101,18,23,33,29,100,228
okorois01,Isaac Okoro,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,CLEVELAND CAVALIERS,67,67,2173,235,559,62,214,114,157,68,138,128,62,24,86,185,646
okpalkz01,KZ Okpala,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,MIAMI HEAT,37,9,447,36,96,12,50,8,15,21,47,19,10,11,15,59,92
oladivi01,Victor Oladipo,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,INDIANA PACERS,9,9,300,64,152,25,69,27,37,1,50,38,15,2,18,23,180
oladivi01,Victor Oladipo,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,HOUSTON ROCKETS,20,20,669,155,381,49,153,65,83,8,87,99,24,10,51,45,424
oladivi01,Victor Oladipo,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,MIAMI HEAT,4,4,111,16,43,4,17,12,18,3,11,14,7,2,14,13,48
oliveca01,Cameron Oliver,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,HOUSTON ROCKETS,4,0,87,19,33,4,13,1,4,5,16,5,2,4,3,11,43
olynyke01,Kelly Olynyk,[<Position.CENTER: 'CENTER'>],29,MIAMI HEAT,43,38,1157,162,376,77,243,31,40,44,217,91,40,26,55,123,432
olynyke01,Kelly Olynyk,[<Position.POWER_FORWARD: 'POWER FORWARD'>],29,HOUSTON ROCKETS,27,24,840,175,321,49,125,114,135,43,185,112,39,16,71,84,513
onimi01,Miye Oni,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,UTAH JAZZ,54,0,519,35,99,30,88,5,6,23,61,28,11,8,16,61,105
osmande01,Cedi Osman,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,CLEVELAND CAVALIERS,59,26,1510,219,586,99,324,76,95,38,163,174,53,9,80,119,613
oturuda01,Daniel Oturu,[<Position.CENTER: 'CENTER'>],21,LOS ANGELES CLIPPERS,30,0,161,22,52,1,5,9,12,21,27,10,4,7,9,24,54
oubreke01,Kelly Oubre Jr.,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,GOLDEN STATE WARRIORS,55,50,1687,318,724,90,285,123,177,82,247,73,57,42,70,121,849
parkeja01,Jabari Parker,[<Position.POWER_FORWARD: 'POWER FORWARD'>],25,SACRAMENTO KINGS,3,0,27,4,7,0,1,0,0,1,5,1,0,1,3,4,8
parkeja01,Jabari Parker,[<Position.POWER_FORWARD: 'POWER FORWARD'>],25,BOSTON CELTICS,10,0,138,26,48,2,10,10,13,9,27,10,1,4,7,9,64
pascher01,Eric Paschall,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,GOLDEN STATE WARRIORS,40,2,695,148,298,18,54,67,94,28,100,51,12,7,43,68,381
pasecan01,Anžejs Pasečņiks,[<Position.CENTER: 'CENTER'>],25,WASHINGTON WIZARDS,1,0,6,0,1,0,1,0,0,1,0,1,0,0,5,2,0
pattepa01,Patrick Patterson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,LOS ANGELES CLIPPERS,38,5,582,72,165,40,112,13,17,19,56,29,14,8,11,45,197
pattoju01,Justin Patton,[<Position.CENTER: 'CENTER'>],23,HOUSTON ROCKETS,13,6,247,29,70,9,34,3,4,14,35,14,12,14,4,34,70
paulch01,Chris Paul,[<Position.POINT_GUARD: 'POINT GUARD'>],35,PHOENIX SUNS,70,70,2199,439,879,102,258,169,181,25,287,622,99,19,156,166,1149
payneca01,Cameron Payne,[<Position.POINT_GUARD: 'POINT GUARD'>],26,PHOENIX SUNS,60,1,1079,191,395,73,166,50,56,16,128,217,36,16,60,97,505
paytoel01,Elfrid Payton,[<Position.POINT_GUARD: 'POINT GUARD'>],26,NEW YORK KNICKS,63,63,1484,269,622,28,98,73,107,64,152,203,47,9,103,116,639
paytoga02,Gary Payton II,[<Position.POINT_GUARD: 'POINT GUARD'>],28,GOLDEN STATE WARRIORS,10,0,40,10,13,2,4,3,4,2,9,1,6,1,1,8,25
pelleno01,Norvel Pelle,[<Position.CENTER: 'CENTER'>],27,BROOKLYN NETS,3,0,28,3,7,0,0,0,0,3,4,0,0,3,3,9,6
pelleno01,Norvel Pelle,[<Position.CENTER: 'CENTER'>],27,SACRAMENTO KINGS,1,0,4,0,1,0,0,3,4,1,0,1,0,0,0,1,3
pelleno01,Norvel Pelle,[<Position.CENTER: 'CENTER'>],27,NEW YORK KNICKS,9,0,52,5,7,0,0,1,2,2,9,1,1,6,0,4,11
perryre01,Reggie Perry,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,BROOKLYN NETS,26,0,211,32,78,4,21,10,13,27,46,14,6,6,15,40,78
pinsoth01,Theo Pinson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,NEW YORK KNICKS,17,0,34,1,9,0,8,0,0,0,5,1,0,0,1,4,2
plumlma01,Mason Plumlee,[<Position.CENTER: 'CENTER'>],30,DETROIT PISTONS,56,56,1499,234,381,0,7,113,169,145,374,202,43,50,105,186,581
poeltja01,Jakob Poeltl,[<Position.CENTER: 'CENTER'>],25,SAN ANTONIO SPURS,69,51,1845,265,430,0,0,63,124,219,328,134,47,123,83,172,593
poirivi01,Vincent Poirier,[<Position.CENTER: 'CENTER'>],27,PHILADELPHIA 76ERS,10,0,39,3,12,0,1,2,6,6,8,2,0,3,4,8,8
pokusal01,Aleksej Pokusevski,[<Position.POWER_FORWARD: 'POWER FORWARD'>],19,OKLAHOMA CITY THUNDER,45,28,1090,139,408,58,207,31,42,30,182,97,20,42,99,58,367
poolejo01,Jordan Poole,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,GOLDEN STATE WARRIORS,51,7,988,205,474,97,276,105,119,15,77,99,26,9,51,86,612
portejo01,Jontay Porter,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,MEMPHIS GRIZZLIES,11,0,54,8,15,3,8,3,5,4,10,1,3,1,7,12,22
porteke02,Kevin Porter Jr.,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,HOUSTON ROCKETS,26,23,835,156,367,50,161,69,94,20,79,164,19,8,91,61,431
portemi01,Michael Porter Jr.,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,DENVER NUGGETS,61,54,1912,443,817,170,382,106,134,91,354,70,40,54,77,126,1162
porteot01,Otto Porter Jr.,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,CHICAGO BULLS,25,6,540,89,202,38,95,31,37,28,110,50,12,4,25,37,247
porteot01,Otto Porter Jr.,[<Position.POWER_FORWARD: 'POWER FORWARD'>],27,ORLANDO MAGIC,3,0,66,9,25,1,9,5,5,0,14,5,4,0,0,4,24
portibo01,Bobby Portis,[<Position.CENTER: 'CENTER'>],25,MILWAUKEE BUCKS,66,7,1372,313,598,74,157,54,73,124,342,71,52,26,56,115,754
porzikr01,Kristaps Porziņģis,[<Position.CENTER: 'CENTER'>],25,DALLAS MAVERICKS,43,43,1327,325,683,97,258,118,138,82,299,68,20,58,51,115,865
poweldw01,Dwight Powell,[<Position.CENTER: 'CENTER'>],29,DALLAS MAVERICKS,58,19,966,120,194,5,21,97,124,80,154,63,36,30,40,135,342
powelno01,Norman Powell,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,TORONTO RAPTORS,42,31,1277,282,566,118,269,141,163,19,107,77,47,8,77,98,823
powelno01,Norman Powell,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,PORTLAND TRAIL BLAZERS,27,27,928,156,352,53,147,95,108,23,66,52,35,10,42,62,460
princta02,Taurean Prince,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,BROOKLYN NETS,12,4,218,30,74,13,37,24,27,2,32,7,8,8,11,21,97
princta02,Taurean Prince,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,CLEVELAND CAVALIERS,29,6,687,101,253,49,118,41,49,17,91,69,20,15,36,54,292
pritcpa01,Payton Pritchard,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,BOSTON CELTICS,66,4,1268,184,418,102,248,40,45,33,125,120,37,9,53,104,510
quickim01,Immanuel Quickley,[<Position.POINT_GUARD: 'POINT GUARD'>],21,NEW YORK KNICKS,64,3,1243,229,580,118,303,155,174,25,112,127,30,12,58,114,731
ramseja01,Jahmi'us Ramsey,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],19,SACRAMENTO KINGS,13,0,94,15,38,5,19,5,5,2,8,6,4,1,3,8,40
randlch01,Chasson Randle,[<Position.POINT_GUARD: 'POINT GUARD'>],27,ORLANDO MAGIC,41,5,837,92,237,44,130,38,48,7,75,74,22,5,46,64,266
randlju01,Julius Randle,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,NEW YORK KNICKS,71,71,2667,602,1321,160,389,348,429,84,639,427,64,18,241,225,1712
reddica01,Cam Reddish,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],21,ATLANTA HAWKS,26,21,750,96,263,33,126,67,82,22,82,35,33,9,34,68,292
redicjj01,J.J. Redick,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],36,NEW ORLEANS PELICANS,31,0,576,87,214,51,140,45,47,3,49,40,9,2,25,37,270
redicjj01,J.J. Redick,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],36,DALLAS MAVERICKS,13,0,147,19,53,15,38,4,5,1,11,11,2,1,11,13,57
reedpa01,Paul Reed,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,PHILADELPHIA 76ERS,26,0,177,42,78,0,6,4,8,30,31,12,10,13,12,29,88
reidna01,Naz Reid,[<Position.CENTER: 'CENTER'>],21,MINNESOTA TIMBERWOLVES,70,15,1347,304,581,61,174,115,166,82,240,72,34,76,69,179,784
reynoca01,Cameron Reynolds,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,SAN ANTONIO SPURS,3,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,2
reynoca01,Cameron Reynolds,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,HOUSTON ROCKETS,2,0,34,5,16,3,12,0,0,2,3,2,0,0,0,2,13
richani01,Nick Richards,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,CHARLOTTE HORNETS,18,0,63,4,9,0,1,7,11,4,7,2,0,0,3,7,15
richajo01,Josh Richardson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,DALLAS MAVERICKS,59,56,1790,264,618,88,267,99,108,51,144,153,61,24,79,130,715
rillegr01,Grant Riller,[<Position.POINT_GUARD: 'POINT GUARD'>],23,CHARLOTTE HORNETS,7,0,27,8,12,2,4,0,0,0,1,3,1,0,1,0,18
riverau01,Austin Rivers,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,NEW YORK KNICKS,21,2,442,58,135,28,77,10,14,5,42,42,12,0,22,32,154
riverau01,Austin Rivers,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,DENVER NUGGETS,15,5,403,46,110,27,72,12,17,3,32,39,18,2,14,32,131
roberan03,Andre Roberson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,BROOKLYN NETS,5,0,63,2,14,1,8,1,2,7,8,4,3,1,2,4,6
robindu01,Duncan Robinson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,MIAMI HEAT,72,72,2262,315,717,250,613,62,75,7,243,127,43,20,81,181,942
robingl02,Glenn Robinson III,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,SACRAMENTO KINGS,23,2,369,42,99,16,44,21,23,11,34,20,4,3,11,23,121
robinje01,Jerome Robinson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,WASHINGTON WIZARDS,17,6,305,28,95,11,42,16,20,4,34,25,12,6,19,31,83
robinju01,Justin Robinson,[<Position.POINT_GUARD: 'POINT GUARD'>],23,OKLAHOMA CITY THUNDER,9,0,88,7,21,4,14,3,5,1,6,9,3,0,2,10,21
robinmi01,Mitchell Robinson,[<Position.CENTER: 'CENTER'>],22,NEW YORK KNICKS,31,29,853,115,176,0,0,26,53,113,139,17,35,45,26,86,256
robyis01,Isaiah Roby,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,OKLAHOMA CITY THUNDER,61,34,1425,207,429,32,109,87,117,89,252,107,52,37,113,162,533
rondora01,Rajon Rondo,[<Position.POINT_GUARD: 'POINT GUARD'>],34,ATLANTA HAWKS,27,2,402,44,110,17,45,1,2,4,51,95,19,2,39,25,106
rondora01,Rajon Rondo,[<Position.POINT_GUARD: 'POINT GUARD'>],34,LOS ANGELES CLIPPERS,18,1,368,51,105,19,44,15,15,14,41,104,18,2,40,28,136
rosede01,Derrick Rose,[<Position.POINT_GUARD: 'POINT GUARD'>],32,DETROIT PISTONS,15,0,342,79,184,13,39,42,50,6,23,63,18,4,29,17,213
rosede01,Derrick Rose,[<Position.POINT_GUARD: 'POINT GUARD'>],32,NEW YORK KNICKS,35,3,937,208,427,37,90,68,77,14,87,146,31,15,49,39,521
rosste01,Terrence Ross,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,ORLANDO MAGIC,46,2,1347,254,616,89,264,120,138,15,143,108,47,21,74,88,717
roziete01,Terry Rozier,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,CHARLOTTE HORNETS,69,69,2383,510,1134,222,571,165,202,47,255,293,87,26,128,119,1407
rubiori01,Ricky Rubio,[<Position.POINT_GUARD: 'POINT GUARD'>],30,MINNESOTA TIMBERWOLVES,68,51,1772,193,498,66,214,130,150,28,195,433,98,4,111,139,582
russeda01,D'Angelo Russell,[<Position.POINT_GUARD: 'POINT GUARD'>],24,MINNESOTA TIMBERWOLVES,42,26,1196,281,652,120,310,114,149,16,95,244,45,18,112,68,796
sabondo01,Domantas Sabonis,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,INDIANA PACERS,62,62,2231,484,904,52,162,240,328,150,592,415,76,33,213,203,1260
samanlu01,Luka Šamanić,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,SAN ANTONIO SPURS,33,4,308,47,105,12,43,16,29,16,52,15,8,8,20,43,122
sampsja02,JaKarr Sampson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],27,INDIANA PACERS,29,4,316,56,113,3,15,19,29,27,50,4,2,14,15,52,134
saricda01,Dario Šarić,[<Position.CENTER: 'CENTER'>],26,PHOENIX SUNS,50,4,871,153,342,47,135,84,99,46,144,65,30,4,57,95,437
satorto01,Tomáš Satoranský,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,CHICAGO BULLS,58,18,1307,169,329,42,118,67,79,30,112,271,40,14,96,89,447
schrode01,Dennis Schröder,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,LOS ANGELES LAKERS,61,61,1956,332,760,71,212,206,243,30,181,351,70,13,163,159,941
scottmi01,Mike Scott,[<Position.POWER_FORWARD: 'POWER FORWARD'>],32,PHILADELPHIA 76ERS,51,12,852,76,211,53,155,8,12,11,109,40,24,14,19,72,213
scrubja01,Jay Scrubb,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,LOS ANGELES CLIPPERS,4,1,84,14,36,2,9,5,5,2,12,1,4,0,7,5,35
sextoco01,Collin Sexton,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,CLEVELAND CAVALIERS,60,60,2115,525,1105,98,264,312,383,58,129,262,62,10,167,157,1460
shamela01,Landry Shamet,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,BROOKLYN NETS,61,12,1403,186,456,129,333,66,78,11,101,99,31,10,48,93,567
shumpim01,Iman Shumpert,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],30,BROOKLYN NETS,2,0,11,1,4,0,3,0,0,1,0,0,1,0,1,0,2
siakapa01,Pascal Siakam,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,TORONTO RAPTORS,56,56,2006,437,961,73,246,249,301,95,310,250,64,37,130,174,1196
silvach01,Chris Silva,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,MIAMI HEAT,11,0,83,9,13,1,1,11,15,7,18,6,1,5,9,20,30
silvach01,Chris Silva,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,SACRAMENTO KINGS,4,0,9,1,3,0,0,0,0,0,2,0,0,1,1,4,2
simmobe01,Ben Simmons,[<Position.POINT_GUARD: 'POINT GUARD'>],24,PHILADELPHIA 76ERS,58,58,1877,325,583,3,10,176,287,93,324,401,93,35,173,171,829
simonan01,Anfernee Simons,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,PORTLAND TRAIL BLAZERS,64,0,1104,168,401,120,282,46,57,14,126,89,18,8,43,96,502
sirvyde01,Deividas Sirvydis,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,DETROIT PISTONS,20,0,133,14,40,10,28,3,6,0,29,5,2,0,5,9,41
smailal01,Alen Smailagić,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,GOLDEN STATE WARRIORS,15,1,84,11,27,4,10,2,6,6,10,4,3,5,5,11,28
smartma01,Marcus Smart,[<Position.POINT_GUARD: 'POINT GUARD'>],26,BOSTON CELTICS,48,45,1581,203,510,93,282,128,162,36,131,273,72,23,96,126,627
smithde03,Dennis Smith Jr.,[<Position.POINT_GUARD: 'POINT GUARD'>],23,NEW YORK KNICKS,3,0,28,2,10,0,4,5,6,0,2,3,3,0,1,4,9
smithde03,Dennis Smith Jr.,[<Position.POINT_GUARD: 'POINT GUARD'>],23,DETROIT PISTONS,20,9,392,56,135,19,54,14,20,12,41,74,20,14,25,33,145
smithis01,Ish Smith,[<Position.POINT_GUARD: 'POINT GUARD'>],32,WASHINGTON WIZARDS,44,1,924,129,297,18,49,19,33,22,128,172,32,13,41,62,295
smithja04,Jalen Smith,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,PHOENIX SUNS,27,1,156,22,50,4,17,5,7,7,30,4,1,5,7,16,53
snellto01,Tony Snell,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,ATLANTA HAWKS,47,23,992,88,171,62,109,11,11,18,94,59,13,11,21,75,249
spaldra01,Ray Spalding,[<Position.CENTER: 'CENTER'>],23,HOUSTON ROCKETS,2,0,19,2,4,0,1,0,2,2,2,0,0,2,3,3,4
stanlca01,Cassius Stanley,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,INDIANA PACERS,24,0,93,13,43,3,13,7,9,8,12,1,1,2,1,14,36
stevela01,Lamar Stevens,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,CLEVELAND CAVALIERS,40,0,499,62,136,4,25,37,51,24,72,25,17,13,23,53,165
stewais01,Isaiah Stewart,[<Position.CENTER: 'CENTER'>],19,DETROIT PISTONS,68,14,1455,226,409,21,63,64,92,159,294,59,39,86,67,184,537
strusma01,Max Strus,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,MIAMI HEAT,39,0,507,85,187,50,148,16,24,5,36,24,11,2,8,43,236
sumneed01,Edmond Sumner,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,INDIANA PACERS,53,24,861,148,282,35,88,68,83,18,76,49,33,10,51,88,399
tateja01,Jae'Sean Tate,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,HOUSTON ROCKETS,70,58,2043,316,625,60,195,102,147,132,242,178,85,36,98,222,794
tatumja01,Jayson Tatum,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,BOSTON CELTICS,64,64,2290,605,1318,187,485,295,340,50,422,276,75,31,171,122,1692
teaguje01,Jeff Teague,[<Position.POINT_GUARD: 'POINT GUARD'>],32,BOSTON CELTICS,34,5,616,78,188,26,56,51,61,10,47,73,26,7,39,43,233
teaguje01,Jeff Teague,[<Position.POINT_GUARD: 'POINT GUARD'>],32,MILWAUKEE BUCKS,21,2,334,45,96,10,26,38,44,5,26,59,8,5,25,13,138
templga01,Garrett Temple,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],34,CHICAGO BULLS,56,25,1528,158,381,67,200,40,50,29,131,124,43,30,58,126,423
terryty01,Tyrell Terry,[<Position.POINT_GUARD: 'POINT GUARD'>],20,DALLAS MAVERICKS,11,0,56,5,16,0,7,1,3,0,6,6,5,0,2,2,11
theisda01,Daniel Theis,[<Position.CENTER: 'CENTER'>],28,BOSTON CELTICS,42,37,1027,159,288,33,95,46,67,54,166,67,25,43,41,120,397
theisda01,Daniel Theis,[<Position.CENTER: 'CENTER'>],28,CHICAGO BULLS,23,14,574,93,178,16,57,28,43,39,97,41,16,14,25,47,230
thomabr01,Brodric Thomas,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,HOUSTON ROCKETS,4,0,24,2,7,1,6,5,7,1,3,4,1,1,4,5,10
thomabr01,Brodric Thomas,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,CLEVELAND CAVALIERS,28,1,375,37,101,15,53,26,39,7,42,26,14,9,18,35,115
thomais02,Isaiah Thomas,[<Position.POINT_GUARD: 'POINT GUARD'>],31,NEW ORLEANS PELICANS,3,0,48,9,27,3,12,2,2,1,3,5,1,0,6,3,23
thomakh01,Khyri Thomas,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,HOUSTON ROCKETS,5,2,153,32,66,9,27,9,9,7,11,25,9,6,6,8,82
thomama02,Matt Thomas,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,TORONTO RAPTORS,26,0,192,24,62,17,41,6,7,3,18,9,2,0,6,10,71
thomama02,Matt Thomas,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,UTAH JAZZ,19,0,134,26,65,10,39,6,7,4,19,10,2,0,8,8,68
thomptr01,Tristan Thompson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],29,BOSTON CELTICS,54,43,1287,169,326,0,3,71,120,169,270,67,24,33,62,119,409
thornsi01,Sindarius Thornwell,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,NEW ORLEANS PELICANS,14,1,73,7,21,3,9,0,2,1,4,4,5,1,4,3,17
thornsi01,Sindarius Thornwell,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,ORLANDO MAGIC,7,0,144,8,25,4,14,4,6,2,11,17,8,1,3,12,24
thybuma01,Matisse Thybulle,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,PHILADELPHIA 76ERS,65,8,1298,102,243,43,143,8,18,30,94,63,105,71,32,127,255
tilliki02,Killian Tillie,[<Position.CENTER: 'CENTER'>],22,MEMPHIS GRIZZLIES,18,1,182,19,57,10,33,9,11,6,18,8,5,8,2,20,57
tillmxa01,Xavier Tillman Sr.,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,MEMPHIS GRIZZLIES,59,12,1085,167,299,22,65,34,53,74,182,75,44,33,45,116,390
tollian01,Anthony Tolliver,[<Position.POWER_FORWARD: 'POWER FORWARD'>],35,PHILADELPHIA 76ERS,11,0,99,4,17,4,14,5,6,3,7,2,3,2,3,7,17
toppiob01,Obi Toppin,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,NEW YORK KNICKS,62,0,683,104,209,26,85,19,26,26,112,29,17,15,23,55,253
toscaju01,Juan Toscano-Anderson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,GOLDEN STATE WARRIORS,53,16,1107,121,209,37,92,22,31,29,205,150,41,26,61,111,301
toupaax01,Axel Toupane,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,MILWAUKEE BUCKS,8,1,61,4,11,1,2,5,7,0,6,4,2,3,0,6,14
townska01,Karl-Anthony Towns,[<Position.CENTER: 'CENTER'>],25,MINNESOTA TIMBERWOLVES,50,50,1689,425,875,122,315,267,311,133,396,225,39,57,160,186,1239
trentga02,Gary Trent Jr.,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,PORTLAND TRAIL BLAZERS,41,23,1262,217,524,121,305,58,75,21,70,58,37,6,31,63,613
trentga02,Gary Trent Jr.,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,TORONTO RAPTORS,17,15,540,103,261,44,124,25,31,6,55,22,19,4,12,29,275
tuckepj01,P.J. Tucker,[<Position.POWER_FORWARD: 'POWER FORWARD'>],35,HOUSTON ROCKETS,32,32,959,48,131,27,86,18,23,33,115,45,29,18,33,91,141
tuckepj01,P.J. Tucker,[<Position.POWER_FORWARD: 'POWER FORWARD'>],35,MILWAUKEE BUCKS,20,1,397,18,46,13,33,3,5,18,38,16,10,2,7,34,52
